,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.05232951276121882,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.06552517883262661,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
1,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.05232951276121882,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.06552517883262661,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
2,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.05232951276121882,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.06552517883262661,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
3,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.05232951276121882,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.06552517883262661,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
4,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.05232951276121882,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
5,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.05232951276121882,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
6,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.05232951276121882,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
7,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.05232951276121882,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
8,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.05232951276121882,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
9,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.05232951276121882,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
10,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.05232951276121882,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
11,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.06522030751296458,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
12,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.06522030751296458,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
13,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.06522030751296458,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
14,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.06522030751296458,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
15,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.06522030751296458,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
16,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.06522030751296458,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
17,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.06522030751296458,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
18,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.06522030751296458,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
19,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.06522030751296458,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
20,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.06522030751296458,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
21,-0.08440109682665266,-0.09752012721585074,-0.1136679251599734,-0.07176828534263612,-0.0482067360387254,-0.07380603758591575,-0.06522030751296458,-0.07057284061915627,-0.05486097009704481,-0.06929735091885886,-0.0674091169169386,-0.08502632744562438,-0.07754919154931238,-0.05853613392684071,-0.07650422254118776,-0.09795221149920429,-0.09961785161957495,-0.060121785580019606,-0.08569405591479344,-0.07110493696406188
