,0,1,2,3,4,5,6,7,8,9
0,901.9570463931743,11563.440620460658,6875.9303117894015,10128.255572197108,221200.35279244315,1834.1230022695397,18994.774868947527,115431.14308401065,239.4204233435617,15416.298007702682
1,898.1762191073301,10423.836117782788,6875.9303117894015,10022.807649765116,221200.35279244315,1148.5513512737468,17752.621417766986,108744.20345773124,239.4204233435617,14675.810191599392
2,898.1762191073301,10423.836117782788,6875.9303117894015,9161.697136900042,204167.59728959083,1148.5513512737468,17752.621417766986,108744.20345773124,231.01981549741774,13718.560872762655
3,876.0050907757877,10423.836117782788,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,17752.621417766986,108744.20345773124,231.01981549741774,13718.560872762655
4,876.0050907757877,10423.836117782788,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,17290.736984257936,108744.20345773124,231.01981549741774,13718.560872762655
5,876.0050907757877,10423.836117782788,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,17290.736984257936,108744.20345773124,231.01981549741774,13718.560872762655
6,876.0050907757877,10423.836117782788,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,17290.736984257936,108744.20345773124,231.01981549741774,13718.560872762655
7,876.0050907757877,10423.836117782788,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,17290.736984257936,108744.20345773124,231.01981549741774,13718.560872762655
8,876.0050907757877,10423.836117782788,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,16326.52086715206,108744.20345773124,231.01981549741774,13718.560872762655
9,876.0050907757877,9601.602759348274,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,16326.52086715206,107570.95365354318,231.01981549741774,13718.560872762655
10,876.0050907757877,9601.602759348274,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,16326.52086715206,107570.95365354318,231.01981549741774,13718.560872762655
11,876.0050907757877,9601.602759348274,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,16326.52086715206,107570.95365354318,231.01981549741774,13718.560872762655
12,873.3254463610211,9601.602759348274,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,16326.52086715206,94051.54079128202,231.01981549741774,13718.560872762655
13,873.3254463610211,9601.602759348274,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,16326.52086715206,94051.54079128202,231.01981549741774,13718.560872762655
14,873.3254463610211,9601.602759348274,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,16326.52086715206,94051.54079128202,231.01981549741774,13718.560872762655
15,873.3254463610211,9601.602759348274,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,16326.52086715206,94051.54079128202,231.01981549741774,13718.560872762655
16,873.3254463610211,9601.602759348274,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,16326.52086715206,94051.54079128202,231.01981549741774,13718.560872762655
17,873.3254463610211,9601.602759348274,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,16326.52086715206,94051.54079128202,231.01981549741774,13718.560872762655
18,873.3254463610211,9601.602759348274,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,16326.52086715206,94051.54079128202,231.01981549741774,13718.560872762655
19,873.3254463610211,9601.602759348274,6875.9303117894015,9027.148301892359,204167.59728959083,1148.5513512737468,16326.52086715206,94051.54079128202,231.01981549741774,13718.560872762655
