,0
0,-272.32966862002496
1,-272.32966862002496
2,-272.32966862002496
3,-272.32966862002496
4,-273.26579548648795
5,-273.26579548648795
6,-273.26579548648795
7,-293.3043078873843
8,-293.3043078873843
9,-293.3043078873843
10,-293.3043078873843
11,-293.3043078873843
12,-293.3043078873843
13,-293.3043078873843
14,-293.3043078873843
15,-293.3043078873843
16,-293.3043078873843
17,-293.3043078873843
18,-293.3043078873843
19,-293.3043078873843
20,-293.3043078873843
21,-293.3043078873843
22,-293.3043078873843
23,-293.3043078873843
24,-293.3043078873843
25,-293.3043078873843
26,-293.3043078873843
27,-293.3043078873843
28,-293.3043078873843
29,-293.3043078873843
30,-293.3043078873843
31,-293.3043078873843
32,-293.3043078873843
33,-293.3043078873843
34,-293.3043078873843
35,-293.3043078873843
36,-293.3043078873843
37,-293.3043078873843
38,-293.3043078873843
39,-293.3043078873843
40,-293.3043078873843
41,-293.3043078873843
42,-293.3043078873843
43,-293.3043078873843
44,-293.3043078873843
45,-293.3043078873843
46,-293.3043078873843
47,-293.3043078873843
48,-293.3043078873843
49,-293.3043078873843
50,-293.3043078873843
51,-293.3043078873843
52,-293.3043078873843
53,-293.3043078873843
54,-293.3043078873843
55,-293.3043078873843
56,-293.3043078873843
57,-293.3043078873843
58,-293.3043078873843
59,-293.3043078873843
60,-293.3043078873843
61,-293.3043078873843
62,-293.3043078873843
63,-293.3043078873843
64,-293.3043078873843
65,-293.3043078873843
66,-293.3043078873843
67,-293.3043078873843
68,-293.3043078873843
69,-293.3043078873843
70,-293.3043078873843
71,-293.3043078873843
72,-293.3043078873843
73,-293.3043078873843
74,-293.3043078873843
75,-293.3043078873843
76,-293.3043078873843
77,-293.3043078873843
78,-293.3043078873843
79,-293.3043078873843
80,-293.3043078873843
81,-293.3043078873843
82,-293.3043078873843
83,-293.3043078873843
84,-293.3043078873843
85,-293.3043078873843
86,-293.3043078873843
87,-293.3043078873843
88,-293.3043078873843
89,-293.3043078873843
90,-293.3043078873843
91,-293.3043078873843
92,-293.3043078873843
93,-293.3043078873843
94,-293.3043078873843
95,-293.3043078873843
96,-293.3043078873843
97,-293.3043078873843
98,-293.3043078873843
99,-293.3043078873843
100,-293.3043078873843
101,-293.3043078873843
102,-293.3043078873843
103,-293.3043078873843
104,-293.3043078873843
105,-293.3043078873843
106,-293.3043078873843
107,-293.3043078873843
108,-293.3043078873843
109,-293.3043078873843
110,-293.3043078873843
111,-293.3043078873843
112,-293.3043078873843
113,-293.3043078873843
114,-293.3043078873843
115,-293.3043078873843
116,-293.3043078873843
117,-293.3043078873843
118,-293.3043078873843
119,-293.3043078873843
120,-293.3043078873843
121,-293.3043078873843
122,-293.3043078873843
123,-293.3043078873843
124,-293.3043078873843
125,-293.3043078873843
126,-293.3043078873843
127,-293.3043078873843
128,-293.3043078873843
129,-293.3043078873843
130,-293.3043078873843
131,-293.3043078873843
132,-293.3043078873843
133,-293.3043078873843
134,-293.3043078873843
135,-293.3043078873843
136,-293.3043078873843
137,-293.3043078873843
138,-293.3043078873843
139,-293.3043078873843
140,-293.3043078873843
141,-293.3043078873843
142,-293.3043078873843
143,-293.3043078873843
144,-293.3043078873843
145,-293.3043078873843
146,-293.3043078873843
147,-293.3043078873843
148,-293.3043078873843
149,-293.3043078873843
150,-293.3043078873843
151,-293.3043078873843
152,-293.3043078873843
153,-293.3043078873843
154,-293.3043078873843
155,-293.3043078873843
156,-293.3043078873843
157,-293.3043078873843
158,-293.3043078873843
159,-293.3043078873843
160,-293.3043078873843
161,-293.3043078873843
162,-293.3043078873843
163,-293.3043078873843
164,-293.3043078873843
165,-293.3043078873843
166,-293.3043078873843
167,-293.3043078873843
168,-293.3043078873843
169,-293.3043078873843
170,-293.3043078873843
171,-293.3043078873843
172,-293.3043078873843
173,-293.3043078873843
174,-293.3043078873843
175,-293.3043078873843
176,-293.3043078873843
177,-293.3043078873843
178,-293.3043078873843
179,-293.3043078873843
180,-293.3043078873843
181,-293.3043078873843
182,-293.3043078873843
183,-293.3043078873843
184,-293.3043078873843
185,-293.3043078873843
186,-293.3043078873843
187,-293.3043078873843
188,-293.3043078873843
189,-293.3043078873843
190,-293.3043078873843
191,-293.3043078873843
192,-293.3043078873843
193,-293.3043078873843
194,-293.3043078873843
195,-293.3043078873843
196,-293.3043078873843
197,-293.3043078873843
198,-293.3043078873843
199,-293.3043078873843
200,-293.3043078873843
