,0
0,-0.38140216372785857
1,-0.38140216372785857
2,-0.38140216372785857
3,-0.38140216372785857
4,-0.38140216372785857
5,-0.38140216372785857
6,-0.38140216372785857
7,-0.38140216372785857
8,-0.38140216372785857
9,-0.38140216372785857
10,-0.38140216372785857
11,-0.9529594655486043
12,-0.9529594655486043
13,-0.9529594655486043
14,-0.9529594655486043
15,-0.9529594655486043
16,-0.9529594655486043
17,-0.9529594655486043
18,-0.9529594655486043
19,-0.9529594655486043
20,-0.9529594655486043
21,-0.9529594655486043
22,-0.9529594655486043
23,-0.9529594655486043
24,-0.9529594655486043
25,-0.9529594655486043
26,-0.9529594655486043
27,-0.9529594655486043
28,-0.9529594655486043
29,-0.9529594655486043
30,-0.9529594655486043
31,-0.9529594655486043
32,-0.9529594655486043
33,-0.9529594655486043
34,-0.9529594655486043
35,-0.9529594655486043
36,-0.9529594655486043
37,-0.9529594655486043
38,-0.9529594655486043
39,-0.9529594655486043
40,-0.9529594655486043
41,-0.9529594655486043
42,-0.9529594655486043
43,-0.9529594655486043
44,-0.9529594655486043
45,-0.9529594655486043
46,-0.9529594655486043
47,-0.9529594655486043
48,-0.9529594655486043
49,-0.9529594655486043
50,-0.9529594655486043
51,-0.9529594655486043
52,-0.9529594655486043
53,-0.9529594655486043
54,-0.9529594655486043
55,-0.9529594655486043
56,-0.9529594655486043
57,-0.9529594655486043
58,-0.9529594655486043
59,-0.9529594655486043
60,-0.9529594655486043
61,-0.9529594655486043
62,-0.9529594655486043
63,-0.9529594655486043
64,-0.9529594655486043
65,-0.9529594655486043
66,-0.9529594655486043
67,-0.9529594655486043
68,-0.9529594655486043
69,-0.9529594655486043
70,-0.9529594655486043
71,-0.9529594655486043
72,-0.9529594655486043
73,-0.9529594655486043
74,-0.9529594655486043
75,-0.9529594655486043
76,-0.9529594655486043
77,-0.9529594655486043
78,-0.9529594655486043
79,-0.9529594655486043
80,-0.9529594655486043
81,-0.9529594655486043
82,-0.9529594655486043
83,-0.9529594655486043
84,-0.9529594655486043
85,-0.9529594655486043
86,-0.9529594655486043
87,-0.9529594655486043
88,-0.9529594655486043
89,-0.9529594655486043
90,-0.9529594655486043
91,-0.9529594655486043
92,-0.9529594655486043
93,-0.9529594655486043
94,-0.9529594655486043
95,-0.9529594655486043
96,-0.9529594655486043
97,-0.9529594655486043
98,-0.9529594655486043
99,-0.9529594655486043
100,-0.9529594655486043
101,-0.9529594655486043
102,-0.9529594655486043
103,-0.9529594655486043
104,-0.9529594655486043
105,-0.9529594655486043
106,-0.9529594655486043
107,-0.9529594655486043
108,-0.9529594655486043
109,-0.9529594655486043
110,-0.9529594655486043
111,-0.9529594655486043
112,-0.9529594655486043
113,-0.9529594655486043
114,-0.9529594655486043
115,-0.9529594655486043
116,-0.9529594655486043
117,-0.9529594655486043
118,-0.9529594655486043
119,-0.9529594655486043
120,-0.9529594655486043
121,-0.9529594655486043
122,-0.9529594655486043
123,-0.9529594655486043
124,-0.9529594655486043
125,-0.9529594655486043
126,-0.9529594655486043
127,-0.9529594655486043
128,-0.9529594655486043
129,-2.6365490952918202
130,-2.6365490952918202
131,-2.6365490952918202
132,-2.6365490952918202
133,-2.6365490952918202
134,-2.6365490952918202
135,-2.6365490952918202
136,-2.6365490952918202
137,-2.6365490952918202
138,-2.6365490952918202
139,-2.6365490952918202
140,-2.6365490952918202
141,-2.6365490952918202
142,-2.6365490952918202
143,-2.6365490952918202
144,-2.6365490952918202
145,-2.6365490952918202
146,-2.6365490952918202
147,-2.6365490952918202
148,-2.6365490952918202
149,-2.6365490952918202
150,-2.6365490952918202
151,-2.6365490952918202
152,-2.6365490952918202
153,-2.6365490952918202
154,-2.6365490952918202
155,-2.6365490952918202
156,-2.6365490952918202
157,-2.6365490952918202
158,-2.6365490952918202
159,-2.6365490952918202
160,-2.6365490952918202
161,-2.6365490952918202
162,-2.6365490952918202
163,-2.6365490952918202
164,-2.6365490952918202
165,-2.6365490952918202
166,-2.6365490952918202
167,-2.6365490952918202
168,-2.6365490952918202
169,-2.6365490952918202
170,-2.6365490952918202
171,-2.6365490952918202
172,-2.6365490952918202
173,-2.6365490952918202
174,-2.6365490952918202
175,-2.6365490952918202
176,-2.6365490952918202
177,-2.6365490952918202
178,-2.6365490952918202
179,-2.6365490952918202
180,-2.6365490952918202
181,-2.6365490952918202
182,-2.6365490952918202
183,-2.6365490952918202
184,-2.6365490952918202
185,-2.6365490952918202
186,-2.6365490952918202
187,-2.6365490952918202
188,-2.6365490952918202
189,-2.6365490952918202
190,-2.6365490952918202
191,-2.6365490952918202
192,-2.6365490952918202
193,-2.6365490952918202
194,-2.6365490952918202
195,-2.6365490952918202
196,-2.6365490952918202
197,-2.6365490952918202
198,-2.6365490952918202
199,-2.6365490952918202
200,-2.6365490952918202
