,0
0,89.3976894545856
1,89.3976894545856
2,89.3976894545856
3,89.3976894545856
4,89.3976894545856
5,89.3976894545856
6,89.3976894545856
7,89.3976894545856
8,89.3976894545856
9,17.083209202294466
10,17.083209202294466
11,17.083209202294466
12,17.083209202294466
13,17.083209202294466
14,17.083209202294466
15,17.083209202294466
16,17.083209202294466
17,17.083209202294466
18,17.083209202294466
19,17.083209202294466
20,17.083209202294466
21,17.083209202294466
22,17.083209202294466
23,17.083209202294466
24,17.083209202294466
25,17.083209202294466
26,17.083209202294466
27,17.083209202294466
28,17.083209202294466
29,17.083209202294466
30,17.083209202294466
31,17.083209202294466
32,17.083209202294466
33,17.083209202294466
34,17.083209202294466
35,17.083209202294466
36,17.083209202294466
37,17.083209202294466
38,17.083209202294466
39,17.083209202294466
40,17.083209202294466
41,17.083209202294466
42,17.083209202294466
43,17.083209202294466
44,17.083209202294466
45,17.083209202294466
46,17.083209202294466
47,17.083209202294466
48,17.083209202294466
49,17.083209202294466
50,17.083209202294466
51,17.083209202294466
52,17.083209202294466
53,17.083209202294466
54,17.083209202294466
55,17.083209202294466
56,17.083209202294466
57,17.083209202294466
58,17.083209202294466
59,17.083209202294466
60,17.083209202294466
61,17.083209202294466
62,17.083209202294466
63,17.083209202294466
64,17.083209202294466
65,17.083209202294466
66,17.083209202294466
67,17.083209202294466
68,17.083209202294466
69,17.083209202294466
70,17.083209202294466
71,17.083209202294466
72,17.083209202294466
73,17.083209202294466
74,17.083209202294466
75,17.083209202294466
76,17.083209202294466
77,17.083209202294466
78,17.083209202294466
79,17.083209202294466
80,17.083209202294466
81,17.083209202294466
82,17.083209202294466
83,17.083209202294466
84,17.083209202294466
85,17.083209202294466
86,17.083209202294466
87,17.083209202294466
88,17.083209202294466
89,17.083209202294466
90,17.083209202294466
91,17.083209202294466
92,17.083209202294466
93,17.083209202294466
94,17.083209202294466
95,17.083209202294466
96,17.083209202294466
97,17.083209202294466
98,17.083209202294466
99,17.083209202294466
100,17.083209202294466
101,17.083209202294466
102,17.083209202294466
103,17.083209202294466
104,17.083209202294466
105,17.083209202294466
106,17.083209202294466
107,17.083209202294466
108,17.083209202294466
109,17.083209202294466
110,17.083209202294466
111,17.083209202294466
112,17.083209202294466
113,17.083209202294466
114,17.083209202294466
115,17.083209202294466
116,17.083209202294466
117,17.083209202294466
118,17.083209202294466
119,17.083209202294466
120,17.083209202294466
121,17.083209202294466
122,17.083209202294466
123,17.083209202294466
124,17.083209202294466
125,17.083209202294466
126,17.083209202294466
127,17.083209202294466
128,17.083209202294466
129,17.083209202294466
130,17.083209202294466
131,17.083209202294466
132,17.083209202294466
133,17.083209202294466
134,17.083209202294466
135,17.083209202294466
136,17.083209202294466
137,17.083209202294466
138,17.083209202294466
139,17.083209202294466
140,17.083209202294466
141,17.083209202294466
142,17.083209202294466
143,17.083209202294466
144,17.083209202294466
145,17.083209202294466
146,17.083209202294466
147,17.083209202294466
148,17.083209202294466
149,17.083209202294466
150,17.083209202294466
151,17.083209202294466
152,17.083209202294466
153,17.083209202294466
154,17.083209202294466
155,17.083209202294466
156,17.083209202294466
157,17.083209202294466
158,17.083209202294466
159,17.083209202294466
160,17.083209202294466
161,17.083209202294466
162,17.083209202294466
163,17.083209202294466
164,17.083209202294466
165,17.083209202294466
166,17.083209202294466
167,17.083209202294466
168,17.083209202294466
169,17.083209202294466
170,17.083209202294466
171,17.083209202294466
172,17.083209202294466
173,17.083209202294466
174,17.083209202294466
175,17.083209202294466
176,17.083209202294466
177,17.083209202294466
178,17.083209202294466
179,17.083209202294466
180,17.083209202294466
181,17.083209202294466
182,17.083209202294466
183,17.083209202294466
184,17.083209202294466
185,17.083209202294466
186,17.083209202294466
187,17.083209202294466
188,17.083209202294466
189,17.083209202294466
190,17.083209202294466
191,17.083209202294466
192,17.083209202294466
193,17.083209202294466
194,17.083209202294466
195,17.083209202294466
196,17.083209202294466
197,17.083209202294466
198,17.083209202294466
199,17.083209202294466
200,17.083209202294466
