,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,83282644.11141035,82698282.90358788,64722584.16766442,63468380.37551983,47258599.699847266,83563729.4672349,84173226.65498248,23638435.77385537,60843029.757337116,24961230.27852036,21996875.02676176,58180187.23328998,67588999.5670982,83997414.48310861,32886702.81154365,49253912.0148034,25195234.53854291,34527053.56248972,99036172.22985739,23983190.283758517,63318381.221727505,2458308.267415988,47538379.856409125,24282353.85505732,58107023.39257041,74112793.49743004,42605891.744710505,81812040.62986648,71640206.47300892,51886290.096916884
1,83282644.11141035,62491667.218813516,64722584.16766442,63468380.37551983,47258599.699847266,82605146.00322518,45993412.86444374,23638435.77385537,60843029.757337116,24961230.27852036,21996875.02676176,58180187.23328998,67588999.5670982,80401794.1542512,32886702.81154365,49253912.0148034,25195234.53854291,34527053.56248972,99036172.22985739,23983190.283758517,31375272.085646052,2458308.267415988,47538379.856409125,24282353.85505732,43704649.032376476,74112793.49743004,42605891.744710505,48601563.134497665,42831021.32155982,51886290.096916884
2,83282644.11141035,62491667.218813516,64722584.16766442,63468380.37551983,47258599.699847266,82605146.00322518,45993412.86444374,23638435.77385537,60843029.757337116,24961230.27852036,21996875.02676176,58180187.23328998,67588999.5670982,80401794.1542512,32886702.81154365,49253912.0148034,25195234.53854291,34527053.56248972,86313816.11092594,23983190.283758517,31375272.085646052,2458308.267415988,47538379.856409125,24282353.85505732,43704649.032376476,74112793.49743004,42605891.744710505,48601563.134497665,42831021.32155982,51886290.096916884
3,61235803.80183079,62491667.218813516,64722584.16766442,63468380.37551983,47258599.699847266,82605146.00322518,45993412.86444374,23638435.77385537,60843029.757337116,24961230.27852036,21996875.02676176,58180187.23328998,67588999.5670982,80401794.1542512,32886702.81154365,49253912.0148034,25195234.53854291,34527053.56248972,86313816.11092594,23983190.283758517,31375272.085646052,2458308.267415988,20632763.9560259,24282353.85505732,42419489.65167683,74112793.49743004,42605891.744710505,48601563.134497665,42831021.32155982,51886290.096916884
4,61235803.80183079,56538956.461251564,61313418.57545851,63468380.37551983,47258599.699847266,82605146.00322518,45993412.86444374,23638435.77385537,60843029.757337116,24961230.27852036,21996875.02676176,58180187.23328998,67588999.5670982,80401794.1542512,32886702.81154365,49253912.0148034,25195234.53854291,34527053.56248972,86313816.11092594,23983190.283758517,31375272.085646052,2458308.267415988,20632763.9560259,24282353.85505732,42419489.65167683,74112793.49743004,42605891.744710505,48601563.134497665,42831021.32155982,51886290.096916884
5,61235803.80183079,56538956.461251564,61313418.57545851,63468380.37551983,47258599.699847266,82605146.00322518,45993412.86444374,23638435.77385537,60843029.757337116,24961230.27852036,21996875.02676176,58180187.23328998,67588999.5670982,80401794.1542512,32886702.81154365,49253912.0148034,25195234.53854291,34527053.56248972,86313816.11092594,23983190.283758517,31375272.085646052,2458308.267415988,20632763.9560259,24282353.85505732,42419489.65167683,74112793.49743004,42605891.744710505,48601563.134497665,42831021.32155982,51886290.096916884
6,61235803.80183079,56538956.461251564,61313418.57545851,63468380.37551983,47258599.699847266,82605146.00322518,45993412.86444374,23638435.77385537,60843029.757337116,24961230.27852036,21996875.02676176,58180187.23328998,53725620.880462386,80401794.1542512,32886702.81154365,49253912.0148034,25195234.53854291,34527053.56248972,86313816.11092594,23568652.93878351,31375272.085646052,2458308.267415988,20632763.9560259,24282353.85505732,42419489.65167683,74112793.49743004,42605891.744710505,48601563.134497665,22237008.906251617,51886290.096916884
7,61235803.80183079,56538956.461251564,61313418.57545851,63468380.37551983,47258599.699847266,63404085.307681605,45993412.86444374,23638435.77385537,60843029.757337116,24961230.27852036,21996875.02676176,58180187.23328998,48163109.137569256,80401794.1542512,32886702.81154365,49253912.0148034,25195234.53854291,34527053.56248972,62128243.20697951,23568652.93878351,31375272.085646052,2458308.267415988,20632763.9560259,24282353.85505732,42419489.65167683,42226074.327235006,42605891.744710505,48601563.134497665,22237008.906251617,51886290.096916884
8,14879163.414894875,56538956.461251564,61313418.57545851,63468380.37551983,47258599.699847266,63404085.307681605,45993412.86444374,23638435.77385537,60843029.757337116,24961230.27852036,21996875.02676176,58180187.23328998,48163109.137569256,80401794.1542512,32886702.81154365,49253912.0148034,25195234.53854291,34527053.56248972,19906782.753097855,23568652.93878351,31375272.085646052,2458308.267415988,20632763.9560259,24282353.85505732,42419489.65167683,42226074.327235006,42605891.744710505,48601563.134497665,22237008.906251617,51886290.096916884
9,14879163.414894875,29124887.263105866,61313418.57545851,63468380.37551983,47258599.699847266,12370430.265392285,45993412.86444374,23638435.77385537,60843029.757337116,24961230.27852036,21996875.02676176,58180187.23328998,48163109.137569256,80401794.1542512,32886702.81154365,49253912.0148034,25195234.53854291,34527053.56248972,19906782.753097855,23568652.93878351,31375272.085646052,2458308.267415988,20632763.9560259,24282353.85505732,42419489.65167683,42226074.327235006,42605891.744710505,48601563.134497665,22237008.906251617,51886290.096916884
