,0
0,-272.32966862002496
1,-272.32966862002496
2,-272.32966862002496
3,-272.32966862002496
4,-272.32966862002496
5,-272.32966862002496
6,-272.32966862002496
7,-272.32966862002496
8,-272.32966862002496
9,-272.32966862002496
10,-272.32966862002496
11,-272.32966862002496
12,-272.32966862002496
13,-272.32966862002496
14,-272.32966862002496
15,-272.32966862002496
16,-272.32966862002496
17,-272.32966862002496
18,-272.32966862002496
19,-272.32966862002496
20,-282.6432397432397
21,-282.6432397432397
22,-282.6432397432397
23,-282.6432397432397
24,-282.6432397432397
25,-282.6432397432397
26,-282.6432397432397
27,-282.6432397432397
28,-282.6432397432397
29,-282.6432397432397
30,-282.6432397432397
31,-282.6432397432397
32,-282.6432397432397
33,-282.6432397432397
34,-282.6432397432397
35,-282.6432397432397
36,-282.6432397432397
37,-282.6432397432397
38,-282.6432397432397
39,-282.6432397432397
40,-282.6432397432397
41,-282.6432397432397
42,-282.6432397432397
43,-282.6432397432397
44,-282.6432397432397
45,-282.6432397432397
46,-282.6432397432397
47,-282.6432397432397
48,-282.6432397432397
49,-282.6432397432397
50,-282.6432397432397
51,-282.6432397432397
52,-282.6432397432397
53,-282.6432397432397
54,-282.6432397432397
55,-282.6432397432397
56,-282.6432397432397
57,-282.6432397432397
58,-282.6432397432397
59,-282.6432397432397
60,-282.6432397432397
61,-282.6432397432397
62,-282.6432397432397
63,-282.6432397432397
64,-290.41458509437666
65,-290.41458509437666
66,-290.41458509437666
67,-290.41458509437666
68,-290.41458509437666
69,-290.41458509437666
70,-290.41458509437666
71,-290.41458509437666
72,-290.41458509437666
73,-290.41458509437666
74,-290.41458509437666
75,-290.41458509437666
76,-290.41458509437666
77,-290.41458509437666
78,-290.41458509437666
79,-290.41458509437666
80,-290.41458509437666
81,-290.41458509437666
82,-290.41458509437666
83,-290.41458509437666
84,-290.41458509437666
85,-290.41458509437666
86,-290.41458509437666
87,-290.41458509437666
88,-290.41458509437666
89,-290.41458509437666
90,-290.41458509437666
91,-290.41458509437666
92,-290.41458509437666
93,-290.41458509437666
94,-290.41458509437666
95,-290.41458509437666
96,-290.41458509437666
97,-290.41458509437666
98,-290.41458509437666
99,-290.41458509437666
100,-290.41458509437666
101,-290.41458509437666
102,-290.41458509437666
103,-290.41458509437666
104,-290.41458509437666
105,-290.41458509437666
106,-290.41458509437666
107,-290.41458509437666
108,-290.41458509437666
109,-290.41458509437666
110,-290.41458509437666
111,-290.41458509437666
112,-290.41458509437666
113,-290.41458509437666
114,-290.41458509437666
115,-290.41458509437666
116,-290.41458509437666
117,-290.41458509437666
118,-290.41458509437666
119,-290.41458509437666
120,-290.41458509437666
121,-290.41458509437666
122,-290.41458509437666
123,-290.41458509437666
124,-290.41458509437666
125,-290.41458509437666
126,-290.41458509437666
127,-290.41458509437666
128,-290.41458509437666
129,-290.41458509437666
130,-290.41458509437666
131,-290.41458509437666
132,-290.41458509437666
133,-290.41458509437666
134,-290.41458509437666
135,-290.41458509437666
136,-290.41458509437666
137,-290.41458509437666
138,-290.41458509437666
139,-290.41458509437666
140,-290.41458509437666
141,-290.41458509437666
142,-290.41458509437666
143,-290.41458509437666
144,-290.41458509437666
145,-290.41458509437666
146,-290.41458509437666
147,-290.41458509437666
148,-290.41458509437666
149,-290.41458509437666
150,-290.41458509437666
151,-290.41458509437666
152,-290.41458509437666
153,-290.41458509437666
154,-290.41458509437666
155,-290.41458509437666
156,-290.41458509437666
157,-290.41458509437666
158,-290.41458509437666
159,-290.41458509437666
160,-290.41458509437666
161,-290.41458509437666
162,-290.41458509437666
163,-290.41458509437666
164,-290.41458509437666
165,-290.41458509437666
166,-290.41458509437666
167,-290.41458509437666
168,-290.41458509437666
169,-290.41458509437666
170,-290.41458509437666
171,-290.41458509437666
172,-290.41458509437666
173,-290.41458509437666
174,-290.41458509437666
175,-290.41458509437666
176,-290.41458509437666
177,-290.41458509437666
178,-290.41458509437666
179,-290.41458509437666
180,-290.41458509437666
181,-290.41458509437666
182,-290.41458509437666
183,-290.41458509437666
184,-290.41458509437666
185,-290.41458509437666
186,-290.41458509437666
187,-290.41458509437666
188,-290.41458509437666
189,-290.41458509437666
190,-290.41458509437666
191,-290.41458509437666
192,-290.41458509437666
193,-290.41458509437666
194,-290.41458509437666
195,-290.41458509437666
196,-290.41458509437666
197,-290.41458509437666
198,-290.41458509437666
199,-290.41458509437666
200,-290.41458509437666
